ORDEN,PEATON,AUTOMOVIL,CAMPAERO,CAMIONETA,MICRO,BUSETA,BUS,CAMION,VOLQUETA,MOTO,BICICLETA,DIURNIO/NOCTURNO,GRAVEDAD
26518,0,1,0,0,0,0,0,0,0,0,0,Nocturno,Con Heridos
26519,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26520,0,1,1,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26521,0,0,0,1,0,0,0,0,0,1,0,Diurno,Con Heridos
26522,0,1,1,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26523,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26524,0,0,0,1,0,0,0,0,0,1,0,Diurno,Con Heridos
26525,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
26526,0,1,0,0,0,0,1,0,0,0,0,Diurno,Solo Daños
26527,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
26528,0,1,0,0,0,1,0,0,0,0,0,Diurno,Solo Daños
26529,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26530,0,0,0,1,0,0,0,0,0,1,0,Diurno,Solo Daños
26531,1,1,0,0,0,0,0,0,0,0,0,Diurno,Con Heridos
26532,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
26533,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26534,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
26535,1,0,0,1,0,0,0,0,0,0,0,Diurno,Con Heridos
26536,0,0,0,2,0,0,0,0,0,0,0,Diurno,Solo Daños
26537,0,0,0,1,0,0,0,0,0,1,0,Diurno,Con Heridos
26538,1,1,0,0,0,0,0,0,0,0,0,Diurno,Con Heridos
26539,2,1,0,0,0,0,0,0,0,0,0,Diurno,Con Heridos
26540,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26541,0,0,0,0,0,0,0,1,0,1,0,Diurno,Con Heridos
26542,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
26543,0,1,0,0,0,0,1,0,0,0,0,Diurno,Solo Daños
26544,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26545,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26546,0,1,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26547,0,0,0,0,0,1,0,0,0,1,0,Nocturno,Solo Daños
26548,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
26549,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26550,0,0,0,0,0,0,0,1,0,0,0,Nocturno,Solo Daños
26551,0,0,0,0,0,0,0,1,0,1,0,Diurno,Con Heridos
26552,0,0,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
26553,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26554,0,0,0,0,0,0,1,0,0,1,0,Diurno,Solo Daños
26555,0,1,0,1,0,0,0,0,0,0,0,Diurno,Con Heridos
26556,0,0,0,1,0,0,0,0,0,0,0,Nocturno,Solo Daños
26557,0,0,0,0,0,0,0,0,0,1,0,Diurno,Con Muertos
26558,0,0,1,1,0,0,0,1,0,0,0,Diurno,Solo Daños
26559,0,1,0,0,0,1,0,0,0,0,0,Nocturno,Solo Daños
26560,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Solo Daños
26561,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26562,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26563,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26564,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26565,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26566,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
26567,0,0,0,0,0,0,2,0,0,0,0,Nocturno,Solo Daños
26568,0,0,0,0,0,0,0,2,0,0,0,Nocturno,Solo Daños
26569,0,1,1,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26570,0,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26571,0,1,0,0,0,0,0,1,0,0,0,Diurno,Solo Daños
26572,0,0,1,0,0,1,0,0,0,0,0,Diurno,Solo Daños
26573,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26574,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26575,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26576,0,1,0,0,0,0,1,0,0,0,0,Nocturno,Solo Daños
26577,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Solo Daños
26578,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
26579,1,1,0,0,0,0,0,0,0,0,0,Diurno,Con Heridos
26580,0,1,1,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26581,0,2,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26582,1,1,0,0,0,0,0,0,0,0,0,Diurno,Con Heridos
26583,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26584,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26585,1,1,0,0,0,0,0,0,0,0,0,Diurno,Con Heridos
26586,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26587,0,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26588,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Solo Daños
26589,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26590,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26591,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
26592,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26593,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Solo Daños
26594,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
26595,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26596,0,1,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
26597,0,0,1,0,0,0,1,0,0,0,0,Diurno,Solo Daños
26598,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
26599,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26600,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26601,1,1,0,0,0,0,0,0,0,0,0,Diurno,Con Heridos
26602,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
26603,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26604,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
26605,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
26606,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
26607,0,0,0,0,0,0,0,1,0,1,0,Diurno,Con Heridos
26608,1,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26609,0,1,0,1,0,0,0,0,0,0,0,Nocturno,Solo Daños
26610,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
26611,0,0,0,0,0,0,1,0,0,1,0,Diurno,Solo Daños
26612,0,0,0,1,0,0,0,0,0,2,0,Diurno,Con Heridos
26613,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26614,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26615,0,0,0,0,0,1,0,0,0,1,0,Diurno,Con Heridos
26616,0,2,0,0,0,0,0,0,0,0,0,Diurno,Con Heridos
26617,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
26618,0,1,0,1,0,0,0,0,0,0,0,Nocturno,Solo Daños
26619,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26620,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
26621,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
26622,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
26623,1,2,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26624,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
26625,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26626,0,0,1,1,0,0,0,0,0,0,0,Diurno,Solo Daños
26627,1,0,0,0,0,0,0,1,0,0,0,Diurno,Con Heridos
26628,0,0,0,1,0,0,1,0,0,0,0,Nocturno,Solo Daños
26629,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Solo Daños
26630,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26631,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Solo Daños
26632,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
26633,0,0,0,1,0,0,0,0,0,1,0,Diurno,Solo Daños
26634,1,0,1,0,0,0,0,0,0,0,0,Diurno,Con Heridos
26635,0,1,0,0,1,0,0,0,0,0,0,Diurno,Solo Daños
26636,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26637,0,1,0,0,0,0,1,0,0,0,0,Diurno,Solo Daños
26638,0,0,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26639,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
26640,0,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26641,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
26642,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
26643,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26644,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26645,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
26646,1,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26647,0,0,1,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26648,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
26649,0,0,0,2,0,0,0,0,0,0,0,Diurno,Solo Daños
26650,0,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26651,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26652,1,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26653,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
26654,1,1,0,0,0,0,0,0,0,0,0,Diurno,Con Heridos
26655,0,0,0,0,0,0,0,1,1,0,0,Diurno,Solo Daños
26656,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26657,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26658,0,1,0,0,0,0,0,0,0,0,1,Diurno,Con Heridos
26659,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26660,0,0,0,0,0,0,0,1,0,0,0,Nocturno,Solo Daños
26661,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26662,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26663,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26664,0,3,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26665,0,2,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26666,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
26667,0,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26668,0,0,1,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26669,0,0,0,1,0,0,0,1,0,0,0,Diurno,Solo Daños
26670,1,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26671,0,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26672,0,0,0,0,0,1,0,0,0,1,0,Nocturno,Con Heridos
26673,1,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26674,0,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26675,1,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26676,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Con Heridos
26677,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
26678,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26679,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26680,0,0,0,0,0,0,1,0,0,1,0,Diurno,Solo Daños
26681,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
26682,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26683,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26684,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26685,0,1,0,0,0,1,0,0,0,1,0,Nocturno,Solo Daños
26686,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
26687,0,0,0,0,0,0,1,0,0,0,0,Nocturno,Solo Daños
26688,0,0,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26689,1,0,0,0,0,0,0,1,0,0,0,Diurno,Con Heridos
26690,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
26691,0,1,0,0,0,0,0,1,0,0,0,Diurno,Solo Daños
26692,0,1,0,1,0,0,0,0,0,1,0,Diurno,Solo Daños
26693,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Solo Daños
26694,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
26695,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26696,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
26697,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
26698,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
26699,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
26700,0,0,0,1,0,0,0,0,0,1,0,Diurno,Solo Daños
26701,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26702,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
26703,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
26704,0,0,0,0,0,0,0,1,0,1,0,Nocturno,Con Muertos
26705,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
26706,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
26707,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26708,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
26709,0,0,1,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26710,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
26711,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26712,0,1,0,0,0,0,0,0,0,0,1,Diurno,Con Heridos
26713,2,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26714,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26715,0,2,0,1,0,0,0,0,0,0,0,Nocturno,Con Heridos
26716,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26717,0,0,0,0,0,0,0,2,0,0,0,Diurno,Solo Daños
26718,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26719,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26720,0,1,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26721,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26722,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26723,0,0,0,1,0,0,0,0,0,1,0,Nocturno,Con Heridos
26724,0,0,0,0,0,0,0,1,0,0,0,Nocturno,Solo Daños
26725,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Con Heridos
26726,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26727,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
26728,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
26729,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26730,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26731,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26732,0,1,0,0,1,0,0,0,0,0,0,Diurno,Solo Daños
26733,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
26734,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
26735,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26736,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26737,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Solo Daños
26738,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
26739,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26740,0,1,0,0,0,0,0,1,0,0,0,Diurno,Solo Daños
26741,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26742,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26743,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26744,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26745,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
26746,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26747,0,0,0,1,0,0,0,1,0,0,0,Diurno,Solo Daños
26748,0,0,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26749,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
26750,1,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26751,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26752,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
26753,0,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26754,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
26755,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26756,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
26757,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Con Heridos
26758,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26759,0,0,1,0,0,0,0,0,0,1,0,Diurno,Solo Daños
26760,0,1,0,0,0,0,1,0,0,0,0,Diurno,Solo Daños
26761,0,0,0,1,0,0,0,0,0,1,0,Diurno,Con Heridos
26762,0,1,0,0,0,0,1,0,0,0,0,Diurno,Con Heridos
26763,1,0,0,0,0,0,0,0,0,0,1,Diurno,Con Heridos
26764,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26765,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26766,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
26767,0,1,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
26768,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26769,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26770,0,2,0,0,0,0,0,0,0,0,1,Diurno,Solo Daños
26771,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
26772,1,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26773,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
26774,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26775,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26776,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
26777,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26778,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26779,0,1,0,0,0,0,0,0,1,0,0,Diurno,Con Heridos
26780,0,0,0,1,0,0,0,1,0,0,0,Diurno,Solo Daños
26781,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26782,0,0,0,1,0,0,0,1,0,0,0,Diurno,Solo Daños
26783,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26784,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Solo Daños
26785,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
26786,0,0,0,0,0,0,0,2,0,0,0,Diurno,Solo Daños
26787,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
26788,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
26789,1,1,0,0,0,0,0,0,0,0,0,Diurno,Con Heridos
26790,0,0,0,0,0,0,1,1,0,0,0,Diurno,Solo Daños
26791,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26792,0,1,0,0,0,1,0,0,0,0,0,Diurno,Solo Daños
26793,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
26794,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
26795,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26796,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
26797,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26798,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
26799,0,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26800,0,0,0,2,0,0,0,0,0,0,0,Diurno,Solo Daños
26801,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26802,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
26803,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26804,0,2,0,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26805,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Solo Daños
26806,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
26807,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26808,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26809,0,0,0,1,0,0,0,1,0,0,0,Nocturno,Solo Daños
26810,0,0,0,1,0,0,0,0,0,0,0,Nocturno,Solo Daños
26811,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
26812,0,0,0,1,0,0,0,0,0,1,0,Diurno,Solo Daños
26813,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26814,1,1,0,0,0,0,0,0,0,0,0,Diurno,Con Heridos
26815,0,0,0,0,0,0,1,0,0,1,0,Diurno,Con Heridos
26816,0,1,0,0,0,0,0,0,1,0,0,Diurno,Solo Daños
26817,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
26818,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26819,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
26820,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
26821,0,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26822,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26823,0,1,1,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26824,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26825,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26826,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26827,0,0,0,0,0,0,0,1,0,1,0,Diurno,Solo Daños
26828,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
26829,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Solo Daños
26830,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26831,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
26832,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Solo Daños
26833,0,1,0,0,0,0,0,0,0,0,0,Nocturno,Con Heridos
26834,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26835,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26836,0,0,0,0,0,0,0,2,0,0,0,Diurno,Solo Daños
26837,0,0,0,0,0,0,0,1,0,1,0,Diurno,Con Heridos
26838,0,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26839,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26840,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26841,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26842,0,0,1,0,0,1,0,0,0,0,0,Diurno,Solo Daños
26843,0,0,0,1,0,0,0,0,0,1,0,Diurno,Con Heridos
26844,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
26845,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
26846,0,0,0,1,0,0,0,0,0,1,0,Diurno,Con Heridos
26847,1,1,0,0,0,0,0,0,0,0,0,Nocturno,Con Heridos
26848,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
26849,1,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26850,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26851,1,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26852,1,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26853,0,1,0,0,0,0,0,1,0,0,0,Diurno,Solo Daños
26854,0,0,0,0,0,0,0,1,0,0,0,Nocturno,Solo Daños
26855,0,1,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
26856,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26857,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26858,0,1,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26859,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
26860,0,0,0,1,0,0,0,1,0,0,0,Diurno,Solo Daños
26861,0,0,0,2,0,0,0,0,0,0,0,Diurno,Solo Daños
26862,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
26863,1,0,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26864,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
26865,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
26866,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
26867,0,1,1,0,0,0,0,0,0,0,0,Diurno,Solo Daños
26868,0,2,0,0,0,0,0,0,0,0,0,Nocturno,Solo Daños
26869,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
26870,0,0,0,0,0,0,0,1,0,1,0,Diurno,Con Heridos
26871,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26872,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
26873,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
26874,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26875,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
26876,0,1,0,1,0,0,0,0,0,0,0,Diurno,Solo Daños
26877,0,0,0,1,0,0,0,0,0,2,0,Diurno,Con Heridos
26878,1,1,0,0,0,0,0,0,0,0,0,Diurno,Con Muertos
26879,1,0,0,1,0,0,0,0,0,0,0,Diurno,Con Heridos
26880,0,0,0,1,0,0,0,0,0,1,0,Nocturno,Con Heridos
26881,0,1,0,0,0,0,0,0,0,1,0,Diurno,Solo Daños
26882,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
26883,0,0,0,0,0,0,0,0,0,2,0,Nocturno,Con Heridos
26884,1,0,0,0,0,0,0,0,0,1,0,Nocturno,Con Heridos
26885,0,1,0,0,0,0,0,1,0,0,0,Nocturno,Solo Daños
26886,0,1,0,0,0,0,0,0,0,1,0,Diurno,Con Heridos
26887,0,1,0,1,0,0,0,0,0,0,0,Nocturno,Solo Daños
26888,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Muertos
26889,0,0,0,0,0,0,0,0,0,2,0,Diurno,Con Heridos
